	N1_1	N2_1	N3_1	N4_1	N5_1	N7_1	N9_1	N11_1	N13_1	N14_1	N15_1	W1_1	W3_1	W5_1	W6_1	W7_1	W10_1	W11_1	W12_1	W14_1
New.ReferenceOTU36517	0	0	0	8	0	20	16	7	4	1	1	1	2	3	3	0	2	2	4	1
New.ReferenceOTU24847	0	0	0	3	0	3	4	8	2	10	8	24	3	2	0	6	0	1	1	0
New.ReferenceOTU19879	0	0	0	1	0	5	0	4	1	0	4	12	20	0	1	7	4	15	0	1
158263	0	2	1	0	0	0	1	1	1	0	0	14	20	1	1	5	3	21	1	3
4356713	5	28	7	2	0	3	0	0	2	1	0	4	2	0	7	1	6	2	1	3
New.ReferenceOTU53548	0	0	5	1	2	0	5	1	6	1	9	1	1	0	7	1	16	8	7	3
New.ReferenceOTU54550	2	1	10	6	5	1	2	2	5	2	8	2	1	1	8	0	3	3	9	3
New.ReferenceOTU2367	0	0	7	4	2	1	3	3	0	3	6	3	3	1	10	5	14	5	3	0
New.ReferenceOTU48361	0	0	0	5	0	16	11	12	0	15	4	3	2	1	2	1	0	1	0	0
4396454	6	22	1	3	1	6	8	2	2	0	1	6	2	0	2	0	3	4	2	1
343239	0	2	1	3	1	11	5	1	3	0	6	5	8	2	4	1	11	3	2	3
593422	13	1	8	4	12	0	1	1	3	0	2	1	1	2	7	4	1	4	3	3
New.ReferenceOTU49332	0	0	0	24	0	4	4	2	3	1	0	2	1	2	2	2	0	0	23	1
2234409	0	0	3	1	0	2	0	2	0	2	3	1	2	1	0	18	0	8	6	22
New.ReferenceOTU42693	0	0	0	2	0	9	9	6	3	11	8	14	0	1	1	4	0	1	1	1
New.ReferenceOTU20133	0	2	0	0	2	7	4	2	3	1	0	6	3	9	6	8	4	8	0	6
New.ReferenceOTU7947	0	1	1	0	4	0	0	0	2	0	2	0	1	9	1	4	8	7	27	4
New.ReferenceOTU20022	0	0	0	0	0	6	5	3	0	3	3	4	17	19	0	2	1	6	2	0
4203053	0	0	0	14	0	3	5	4	1	4	2	11	5	5	0	0	0	3	13	0
New.ReferenceOTU24146	2	0	2	16	5	7	3	3	0	3	1	0	0	0	16	6	0	0	4	2
191698	0	0	2	1	3	1	2	3	0	6	3	0	0	1	2	10	0	0	5	30
New.ReferenceOTU27435	1	0	1	2	5	4	2	1	1	0	4	1	4	10	1	5	2	9	10	6
New.ReferenceOTU58492	0	0	1	3	1	6	0	1	1	2	4	1	5	7	5	2	8	5	10	7
New.ReferenceOTU29666	0	0	0	10	0	2	1	4	4	6	18	4	1	5	7	2	0	0	4	1
3230745	5	1	13	12	2	1	2	1	5	2	1	3	1	1	8	3	1	2	1	3
New.ReferenceOTU9016	0	0	0	3	0	8	4	11	3	6	5	3	6	12	0	0	5	1	1	0
New.ReferenceOTU41772	0	0	0	1	0	2	3	5	3	2	9	6	8	11	2	0	5	6	5	0
856343	8	0	7	5	3	1	1	0	4	0	6	0	0	1	17	3	0	0	3	9
306546	0	2	1	12	0	10	10	1	2	4	4	0	2	0	3	6	4	0	1	5
4329804	0	14	1	2	2	2	0	2	3	1	5	10	4	2	7	0	3	1	6	2
New.ReferenceOTU19825	0	1	0	6	0	4	3	1	0	0	3	3	15	8	0	5	6	8	4	0
New.ReferenceOTU18040	0	2	6	0	3	2	1	0	5	3	8	4	2	2	11	2	0	4	5	7
New.ReferenceOTU10146	0	0	8	4	12	6	1	1	3	0	2	1	7	4	5	6	5	0	0	1
314077	0	0	0	4	0	4	14	9	15	4	1	2	1	2	6	2	0	1	0	0
New.ReferenceOTU1714	0	0	0	3	0	3	5	6	2	11	5	6	3	1	1	3	1	4	7	4
305567	0	6	1	0	1	4	5	2	3	0	2	1	1	5	2	3	7	8	4	10
New.ReferenceOTU51339	19	5	17	1	3	1	3	0	0	0	0	1	1	0	12	0	1	0	1	0
New.ReferenceOTU29425	0	0	0	1	1	8	5	4	1	11	9	9	3	1	2	2	2	0	3	3
New.ReferenceOTU52708	0	0	0	3	1	3	4	6	0	6	11	2	1	13	0	10	0	1	1	3
New.ReferenceOTU50248	0	0	1	0	0	5	0	4	4	2	5	14	13	2	1	3	0	7	2	2
New.ReferenceOTU44989	0	0	0	0	0	4	0	2	2	3	4	31	7	6	1	3	0	0	1	1
New.ReferenceOTU31170	0	0	1	1	0	5	6	2	1	1	2	0	0	0	2	7	7	4	18	7
New.ReferenceOTU39456	0	0	1	3	3	3	2	1	1	4	2	22	15	4	0	0	0	2	0	1
84602	0	0	0	0	0	2	3	1	8	2	7	0	2	6	1	7	9	6	5	5
100791	1	4	0	6	0	12	4	1	4	2	8	7	5	2	4	0	2	0	1	0
4407152	1	2	1	1	0	2	5	14	4	4	5	0	0	0	16	6	0	1	0	1
144554	0	1	0	7	0	25	7	6	7	0	2	1	1	1	0	0	3	0	2	0
332718	11	3	17	5	12	0	1	0	6	0	2	0	2	1	1	0	0	1	0	1
New.ReferenceOTU39364	3	1	5	4	8	1	3	0	4	0	2	4	1	1	10	4	0	7	4	1
New.ReferenceOTU33799	0	0	0	1	0	2	3	5	3	1	2	30	4	3	1	6	0	0	0	2
New.ReferenceOTU38424	0	0	1	0	0	1	1	2	9	6	7	0	0	3	2	0	8	2	8	12
124653	0	10	5	2	0	3	2	1	1	2	3	4	3	3	9	0	7	4	2	1
New.ReferenceOTU42566	2	2	7	3	13	0	0	0	2	0	1	1	0	1	3	1	5	7	9	5
New.ReferenceOTU49451	0	0	0	2	0	0	1	2	3	0	4	17	10	0	1	7	2	8	1	4
589983	0	0	1	2	1	0	0	0	0	5	5	0	2	2	3	10	1	1	14	14
New.ReferenceOTU50887	0	0	0	16	0	5	4	1	1	6	1	1	0	0	1	6	4	2	7	6
684965	0	0	0	5	0	1	0	4	8	11	8	3	5	2	1	1	7	1	4	0
1135190	0	1	1	0	0	5	6	4	12	0	1	2	5	5	5	0	1	2	7	3
302909	11	5	3	5	1	2	1	0	6	5	3	8	4	1	0	0	0	0	4	1
4369970	2	0	0	4	0	16	6	4	7	1	3	1	6	2	3	0	1	0	2	2
138056	1	0	1	1	2	1	0	1	1	2	5	0	0	3	17	12	0	4	3	5
New.ReferenceOTU41562	0	0	0	4	0	4	10	4	5	8	6	3	6	3	0	0	1	1	1	3
New.ReferenceOTU2432	0	0	0	2	0	11	4	4	6	1	4	2	4	0	2	3	8	6	2	0
New.ReferenceOTU30742	1	0	1	0	3	1	0	3	7	4	3	2	2	6	2	1	6	4	7	6
New.ReferenceOTU1901	0	1	0	1	0	10	3	2	2	1	10	1	12	9	1	1	4	0	0	1
252268	1	2	0	3	0	0	1	3	1	4	1	0	0	0	4	4	0	0	19	15
152386	0	0	0	12	1	9	6	8	7	8	1	0	0	0	2	1	0	0	1	2
New.ReferenceOTU22231	3	3	13	0	5	0	0	0	2	4	3	0	0	0	9	0	1	2	6	7
New.ReferenceOTU28129	1	0	0	2	3	1	0	0	3	0	3	1	0	4	5	3	8	8	13	3
New.ReferenceOTU46523	0	0	0	3	0	16	8	5	1	4	7	1	2	1	0	2	4	1	3	0
New.ReferenceOTU13665	8	0	20	1	13	1	0	1	1	1	0	1	0	1	6	2	0	0	1	1
New.ReferenceOTU56547	0	0	0	2	3	3	1	2	1	4	3	0	0	11	0	8	0	6	1	13
1108275	2	4	0	1	3	2	0	1	5	1	3	5	1	1	4	0	3	6	3	12
343557	0	13	1	1	2	5	1	0	3	1	1	0	5	1	2	0	14	7	0	0
New.ReferenceOTU5484	0	0	1	0	15	1	1	0	1	0	0	0	1	3	4	5	5	3	5	12
New.ReferenceOTU37862	0	0	0	1	0	0	5	8	2	7	7	0	3	6	0	7	1	1	7	2
366977	2	2	0	1	1	4	2	3	11	1	6	3	5	2	4	0	1	1	3	4
1145162	2	4	0	4	0	10	2	6	4	1	7	4	0	1	3	0	4	1	2	1
New.ReferenceOTU42101	1	0	3	0	0	0	1	1	1	9	4	0	0	4	2	0	2	0	12	16
New.ReferenceOTU7708	0	0	0	9	1	14	2	4	2	5	4	1	1	3	1	2	1	2	2	2
New.ReferenceOTU16972	0	1	0	1	1	0	3	1	2	0	10	0	2	1	9	1	7	4	9	4
New.ReferenceOTU32658	0	0	1	4	0	8	9	5	2	3	6	2	1	1	6	1	1	1	5	0
New.ReferenceOTU42360	0	0	1	0	2	5	6	2	0	1	1	6	2	6	3	3	2	6	4	6
New.ReferenceOTU28348	0	1	1	1	0	7	0	1	3	0	7	1	3	7	3	0	7	7	4	3
New.ReferenceOTU49941	0	0	3	0	0	0	2	0	6	6	6	0	1	0	3	1	1	4	9	13
4390723	4	0	5	0	1	0	0	1	1	5	3	0	0	0	1	7	0	1	3	23
735466	5	0	15	3	2	1	0	1	0	2	0	0	2	2	0	2	0	0	1	19
759271	5	1	5	5	5	0	2	0	2	1	0	2	0	2	16	6	2	0	1	0
New.ReferenceOTU48359	0	0	0	1	0	4	3	0	5	0	2	2	21	7	2	1	2	3	2	0
580992	1	0	1	4	1	13	7	10	2	4	3	0	1	1	0	3	0	0	0	4
New.ReferenceOTU27909	4	0	14	0	12	1	0	1	1	0	2	1	0	2	3	5	1	2	2	3
New.ReferenceOTU42451	2	0	7	1	3	0	1	1	2	2	11	1	0	2	4	0	6	3	4	4
556657	3	2	1	2	1	4	3	1	2	0	1	16	6	0	4	0	5	0	1	1
New.ReferenceOTU16561	0	0	0	0	0	1	1	3	2	5	7	1	5	5	0	12	0	4	2	5
New.ReferenceOTU45996	0	0	0	9	0	4	3	3	2	2	2	8	7	1	6	4	1	0	0	1
New.ReferenceOTU2851	0	0	0	5	0	12	6	2	2	3	4	5	3	1	5	1	3	1	0	0
2194872	0	1	0	1	1	11	7	6	4	5	2	2	1	2	2	0	1	2	3	1
205245	4	7	3	0	3	1	0	0	5	1	0	1	0	0	8	0	3	9	4	3
New.ReferenceOTU46066	0	0	0	7	0	1	1	8	2	10	3	1	2	2	8	1	0	1	5	0
New.ReferenceOTU39341	0	0	0	1	0	4	1	1	0	1	2	11	9	2	0	0	13	5	2	0
2440548	0	0	1	0	7	1	0	5	3	2	4	2	1	3	9	1	3	1	9	0
New.ReferenceOTU9274	0	0	0	2	0	6	5	2	3	3	5	7	4	4	0	0	3	3	5	0
New.ReferenceOTU58344	1	0	1	0	0	1	1	3	0	0	2	8	6	3	11	3	6	4	2	0
New.ReferenceOTU15221	0	2	1	1	1	2	1	0	2	0	6	1	6	1	5	0	12	2	8	1
1640195	2	3	5	9	5	1	3	3	5	1	3	0	0	2	0	1	0	1	4	3
New.ReferenceOTU19104	12	6	11	1	9	1	0	0	2	1	0	0	1	0	2	3	0	1	1	0
346974	11	9	12	1	2	0	0	1	3	0	1	1	1	1	3	0	1	0	4	0
New.ReferenceOTU40140	0	0	0	4	0	12	2	5	0	5	5	3	1	4	2	1	2	1	2	2
150491	0	17	1	0	3	2	0	1	2	0	4	2	1	1	2	0	6	5	3	1
4416592	0	0	10	2	1	1	1	5	1	7	0	0	0	1	0	2	0	1	0	19
New.ReferenceOTU37314	1	0	0	3	1	6	5	1	2	5	11	3	2	6	1	0	1	0	3	0
New.ReferenceOTU40996	0	0	0	2	0	1	0	2	4	1	3	12	8	2	0	2	3	9	0	2
New.ReferenceOTU42224	2	0	7	2	3	0	1	1	0	0	1	0	0	6	5	4	3	3	8	5
New.ReferenceOTU474	0	0	0	2	0	1	7	3	5	0	5	5	10	1	0	0	4	2	2	3
617099	1	0	0	0	1	9	2	3	4	0	3	0	1	6	1	0	3	5	7	4
New.ReferenceOTU1372	0	0	0	6	1	0	7	4	2	7	3	7	1	0	1	4	0	2	0	5
New.ReferenceOTU27763	0	0	0	2	0	2	5	4	2	7	1	0	0	1	0	7	0	3	3	13
New.ReferenceOTU13111	0	0	2	6	0	14	3	1	4	1	5	0	5	2	0	2	1	3	1	0
New.ReferenceOTU53301	0	0	0	0	1	2	8	6	1	1	2	0	10	15	0	2	0	1	0	1
New.ReferenceOTU57227	0	0	0	2	0	15	6	2	2	1	5	1	4	1	2	1	4	3	1	0
4391893	2	0	2	13	0	1	0	2	10	3	2	3	6	3	0	0	0	0	0	2
New.ReferenceOTU55236	0	2	2	1	3	0	0	0	2	1	5	0	1	3	4	1	4	4	5	11
New.ReferenceOTU56686	0	0	0	3	1	2	1	1	3	2	2	6	3	1	2	16	0	1	1	4
New.ReferenceOTU41037	1	2	2	0	0	1	1	1	4	0	4	2	8	7	4	3	3	4	1	1
143746	1	0	0	4	0	1	1	1	3	3	1	1	0	0	4	2	0	0	7	20
New.ReferenceOTU35876	0	0	0	3	0	3	3	1	4	0	8	3	8	2	2	1	6	2	2	1
2792167	0	0	1	6	0	7	2	3	5	2	5	6	4	0	0	1	1	3	1	1
New.ReferenceOTU7399	0	0	0	4	3	9	3	6	4	2	9	0	0	0	2	0	1	1	2	2
4326874	5	10	2	2	0	0	1	0	3	0	1	1	3	2	8	0	2	2	1	5
4380971	10	0	0	2	8	1	0	0	1	0	1	0	1	2	4	6	0	1	2	8
849642	0	0	0	3	0	3	3	1	2	2	2	2	3	4	3	2	8	3	3	3
4363537	0	0	0	0	0	5	4	6	6	2	6	2	2	2	5	0	2	1	3	1
144203	1	1	0	1	0	3	3	9	6	1	3	0	1	3	3	0	2	1	7	2
254002	1	0	0	1	0	2	0	2	1	1	3	20	7	6	0	1	0	1	0	1
New.ReferenceOTU9810	0	0	1	1	4	2	1	2	1	0	2	0	13	5	1	2	3	4	1	4
New.ReferenceOTU5817	0	0	4	1	5	0	1	2	3	1	3	3	3	3	6	1	5	3	3	0
New.ReferenceOTU45202	0	0	0	0	0	3	3	2	1	2	4	7	15	1	1	0	5	3	0	0
New.ReferenceOTU57903	0	0	0	0	1	2	9	5	3	4	6	10	3	2	0	1	1	0	0	0
New.ReferenceOTU38810	0	0	0	0	0	5	3	1	0	1	1	0	11	8	1	1	1	6	4	4
New.ReferenceOTU12288	0	0	1	1	0	3	6	3	1	7	3	0	2	3	0	9	0	1	3	4
11431	1	0	1	4	0	2	3	6	1	3	2	0	0	1	0	7	0	0	0	15
New.ReferenceOTU41986	0	0	0	0	0	2	0	1	2	2	2	8	3	1	5	0	11	3	6	0
4376072	4	5	8	2	3	3	1	0	6	3	0	1	3	0	2	1	0	1	1	2
7046	1	0	1	3	0	8	1	0	1	1	6	3	8	0	3	0	6	2	2	0
New.ReferenceOTU51944	0	0	0	1	0	17	8	3	0	2	3	0	5	2	2	0	1	0	1	1
180825	2	0	4	16	1	1	0	0	10	1	1	1	5	0	0	2	0	0	1	1
4401161	1	0	0	7	0	3	4	7	3	4	6	0	0	0	8	1	0	0	1	1
New.ReferenceOTU10432	1	0	1	6	3	2	1	3	0	3	1	1	0	0	6	16	1	0	1	0
New.ReferenceOTU17413	0	0	0	2	1	5	6	1	3	4	3	10	1	2	1	0	3	0	2	2
325206	0	1	0	0	0	5	5	9	8	5	2	2	0	1	1	0	1	1	1	3
New.ReferenceOTU55435	1	1	2	0	2	0	0	1	2	2	4	0	0	1	6	0	4	0	13	6
101445	0	0	0	1	0	20	1	5	3	1	0	0	1	0	0	5	1	2	2	3
832166	0	0	0	4	0	13	2	4	2	1	1	5	3	1	0	5	1	0	2	1
New.ReferenceOTU53689	0	0	0	0	0	7	3	1	7	4	8	2	9	0	1	1	1	0	0	1
New.ReferenceOTU54252	0	0	0	7	0	4	5	6	2	2	5	1	4	3	0	2	1	1	1	1
New.ReferenceOTU33422	0	1	0	1	1	1	2	1	6	4	4	3	6	0	1	0	7	1	3	3
New.ReferenceOTU1418	0	0	0	1	0	5	3	8	0	6	8	3	1	0	4	1	0	1	4	0
New.ReferenceOTU44141	0	0	0	3	0	4	4	4	1	6	8	4	3	2	1	3	1	0	1	0
1013213	0	0	0	0	0	8	2	6	8	0	3	3	1	0	1	0	1	1	2	8
4328906	0	2	0	4	0	9	2	1	12	0	2	3	1	2	2	0	1	2	1	0
New.ReferenceOTU31679	0	1	0	0	0	2	2	0	3	2	6	2	7	0	3	1	9	1	4	1
4111963	0	0	1	6	0	4	0	2	0	1	4	3	1	1	1	5	1	0	3	10
119515	2	1	0	2	0	7	3	3	2	1	4	2	4	1	3	0	3	1	2	2
321409	3	2	7	3	4	1	1	2	0	0	0	0	0	4	0	1	2	2	0	11
549030	0	0	0	1	0	2	3	1	4	0	2	5	1	3	4	1	5	6	3	2
826124	0	0	0	1	0	1	6	5	4	6	4	3	4	0	0	0	1	0	1	7
New.ReferenceOTU32909	0	0	1	6	0	2	3	4	1	10	3	0	0	0	4	3	0	0	2	4
New.ReferenceOTU54118	0	0	4	1	0	1	0	0	0	1	2	0	2	11	0	6	2	8	1	4
New.ReferenceOTU11204	0	0	0	0	1	5	7	4	0	2	2	2	1	6	0	8	0	1	1	3
New.ReferenceOTU24459	0	0	0	2	0	7	5	5	1	4	1	1	0	2	0	5	0	1	3	6
New.ReferenceOTU29652	0	0	0	3	0	9	3	3	2	8	2	2	1	4	0	1	2	0	3	0
788929	0	0	0	0	0	1	1	4	2	1	2	1	0	2	12	7	0	0	5	4
New.ReferenceOTU35653	0	1	7	6	3	0	0	0	8	0	1	1	7	1	3	1	0	0	0	3
New.ReferenceOTU23856	0	0	0	3	0	8	3	2	2	2	6	1	2	0	5	0	0	0	4	4
New.ReferenceOTU8976	0	0	0	0	0	11	4	3	1	3	3	0	3	0	3	2	4	1	4	0
New.ReferenceOTU3580	1	0	0	8	1	0	1	3	3	4	2	4	3	2	1	8	0	0	0	1
New.ReferenceOTU53186	2	0	14	1	7	0	1	1	0	0	1	1	0	0	5	5	0	1	0	3
New.ReferenceOTU12019	0	0	3	0	1	2	3	3	0	0	2	1	1	1	4	2	10	3	6	0
313734	0	1	0	2	0	0	1	1	1	0	2	1	1	1	8	10	0	6	2	4
47365	0	0	11	2	1	1	0	0	19	0	1	1	1	1	1	1	0	0	0	1
New.ReferenceOTU22318	4	10	8	0	1	1	0	0	0	1	3	0	0	0	5	0	1	1	5	1
New.ReferenceOTU38452	0	0	5	1	2	1	1	4	1	0	3	0	0	1	2	3	0	1	7	9
New.ReferenceOTU32282	0	1	0	0	0	0	0	1	10	1	3	0	0	1	5	1	2	2	4	10
New.ReferenceOTU14926	10	8	3	1	4	2	0	1	3	0	1	0	0	1	6	1	0	0	0	0
New.ReferenceOTU12907	1	0	0	1	0	3	0	6	1	12	3	2	1	2	0	3	0	1	0	5
1554686	6	4	0	1	1	1	1	2	5	0	1	7	2	4	2	0	0	3	0	0
4414951	1	9	1	2	5	1	1	0	4	0	1	2	1	0	4	0	0	1	3	4
2651333	1	0	5	0	1	1	0	1	0	4	1	0	0	2	1	3	0	1	2	17
New.ReferenceOTU42561	0	0	0	2	0	1	3	1	2	5	1	1	4	15	0	3	0	2	0	0
New.ReferenceOTU32759	0	0	1	5	0	3	5	5	1	5	5	1	1	0	4	2	1	0	1	0
541299	2	2	2	10	6	0	1	0	2	1	1	2	1	1	0	0	1	0	0	7
2801319	0	0	0	0	0	4	9	3	3	2	2	0	1	0	1	1	0	2	4	7
New.ReferenceOTU16322	0	1	0	1	1	0	0	0	9	1	4	1	0	6	1	0	1	2	3	8
New.ReferenceOTU49968	0	1	0	0	0	5	2	1	3	0	1	7	6	2	4	0	3	2	1	1
New.ReferenceOTU18719	0	0	0	0	0	3	5	9	1	4	5	2	1	1	2	2	0	0	3	1
New.ReferenceOTU53562	1	0	3	1	0	1	1	5	0	0	1	2	2	0	0	3	1	8	2	8
1135798	0	0	1	10	3	0	3	7	2	3	2	0	0	0	4	1	0	0	1	1
4379980	2	1	4	2	3	3	0	2	5	1	2	0	0	1	0	3	1	1	3	4
New.ReferenceOTU1707	0	1	3	0	1	1	0	0	3	1	9	0	0	0	5	1	1	3	3	6
New.ReferenceOTU9112	0	0	5	1	3	3	0	1	3	1	1	0	0	1	1	6	1	0	4	7
812021	3	12	5	1	0	2	0	0	2	0	0	1	1	1	5	0	2	0	3	0
4354415	5	1	4	1	6	2	0	1	0	0	1	1	0	5	3	5	0	1	1	0
New.ReferenceOTU1300	0	0	0	4	0	2	1	7	0	2	1	6	0	2	0	0	2	3	6	1
84980	1	1	1	5	0	3	3	5	7	3	3	0	3	0	1	0	0	0	0	0
New.ReferenceOTU28381	0	0	0	2	0	17	2	2	0	3	1	1	3	1	0	2	1	0	0	1
New.ReferenceOTU26621	0	0	0	1	0	3	1	2	3	0	2	9	5	1	0	0	6	1	2	0
New.ReferenceOTU17545	0	0	1	3	1	3	2	0	0	2	3	3	3	2	6	0	2	3	2	0
New.ReferenceOTU28483	1	0	1	1	0	0	3	0	3	4	2	0	3	2	1	3	7	5	0	0
New.ReferenceOTU11053	5	0	3	2	1	2	1	0	3	0	0	4	0	1	9	1	0	1	1	1
1085703	1	0	1	0	2	0	0	0	0	1	1	0	1	4	1	8	6	3	2	4
82193	0	0	0	1	0	4	14	2	3	2	1	1	1	0	0	0	1	0	3	2
New.ReferenceOTU27067	0	0	0	4	2	2	1	2	0	1	1	1	0	0	1	17	0	1	0	1
New.ReferenceOTU42012	0	1	0	1	0	4	3	0	6	1	4	2	4	0	2	0	4	0	2	0
700885	6	0	1	1	1	0	2	0	2	0	2	3	8	2	0	0	0	2	1	2
New.ReferenceOTU21959	0	0	1	9	1	5	0	2	1	1	1	7	0	0	1	3	0	1	0	0
New.ReferenceOTU57121	1	0	0	0	0	4	5	4	3	1	3	0	0	1	3	1	3	2	1	0
New.ReferenceOTU24704	0	0	2	3	0	3	1	0	1	1	1	0	1	0	1	5	1	0	5	7
New.ReferenceOTU45337	0	0	0	2	1	6	3	3	2	0	1	0	0	0	0	2	2	2	5	3
New.ReferenceOTU19370	1	0	1	2	2	1	1	0	0	2	1	0	0	0	6	10	1	0	2	1
New.ReferenceOTU41720	0	0	0	1	0	4	1	6	4	1	2	4	2	0	0	1	2	2	0	0
New.ReferenceOTU22707	7	1	1	1	2	0	1	0	2	0	0	0	0	1	8	1	1	0	3	1
New.ReferenceOTU49132	0	0	0	0	1	4	1	1	3	0	1	3	1	2	0	0	6	3	4	0
New.ReferenceOTU48868	0	0	0	2	1	10	5	2	1	1	1	0	1	1	1	0	0	0	0	3
New.ReferenceOTU15341	0	0	0	0	0	2	0	1	1	0	5	1	6	3	0	1	5	1	1	2
New.ReferenceOTU58086	0	0	0	0	1	7	2	1	2	0	5	0	2	3	1	0	1	1	1	1
New.ReferenceOTU37835	0	0	1	3	0	1	2	1	2	4	1	3	2	2	0	1	1	2	0	1
4318208	4	2	1	4	0	0	2	1	3	0	0	2	2	0	1	2	0	0	0	2
New.ReferenceOTU21807	1	0	1	3	0	2	0	3	1	1	1	0	0	0	3	7	1	0	0	2
New.ReferenceOTU31825	0	0	0	0	0	3	3	3	1	1	4	1	3	0	1	0	1	3	2	0
512654	0	5	1	2	1	1	1	1	2	0	5	0	2	1	1	0	0	1	1	0
New.ReferenceOTU18690	0	0	0	2	0	1	3	8	1	3	1	1	0	1	1	2	0	0	0	1
690451	0	1	0	1	0	2	0	2	1	0	1	1	1	3	4	2	1	1	2	2
201726	0	0	0	1	4	2	0	1	3	1	0	0	1	5	0	1	0	3	1	2
788519	0	0	0	1	1	9	2	3	1	1	1	0	0	2	2	1	1	0	0	0
New.ReferenceOTU47200	0	0	1	1	2	2	0	0	0	2	2	0	0	0	4	1	4	1	3	2
144675	0	0	0	4	1	2	2	1	1	3	1	1	0	0	0	4	0	0	2	1
128171	1	2	1	1	2	0	1	1	3	0	1	0	1	0	3	0	0	0	2	3
New.ReferenceOTU53718	0	0	1	0	0	0	0	0	2	1	1	1	1	3	2	0	1	2	4	2
304787	0	0	2	2	3	1	1	2	1	2	1	0	0	0	3	1	0	0	1	0
